,entity_index,entity_name,cui,cui_name
83548,83548,RHOXF1P3,C4085622,RHOXF1P3 gene
83549,83549,PCBP2-OT1,C3812534,PCBP2-OT1 gene
83550,83550,FRG1EP,C4084689,FRG1EP gene
83551,83551,FRG1GP,C4762199,FRG1GP gene
83552,83552,FRG1FP,C4762198,FRG1FP gene
83553,83553,GTF2IP12,C4085526,GTF2IP12 gene
83554,83554,TRBV6,,
83555,83555,BMS1P21,,
83556,83556,LINC00544,C3541078,LINC00544 gene
83557,83557,ZNF670-ZNF695,C3815323,ZNF670-ZNF695 gene
83558,83558,OR1R1P,,
83559,83559,ZBTB12BP,C2829214,ZBTB12BP gene
83560,83560,TTTY11,C1425554,TTTY11 gene
83561,83561,FDX1P1,C2829394,FDX1P1 gene
83562,83562,RPL23AP38,C2679341,RPL23AP38 gene
83563,83563,HS6ST1P1,C2829564,HS6ST1P1 gene
83564,83564,CYP51A1-AS1,C3889798,CYP51A1-AS1 gene
83565,83565,OLA1P1,C3542191,OLA1P1 gene
83566,83566,RPS11P7,C2679998,RPS11P7 gene
83567,83567,TUBB4BP7,C3543457,TUBB4BP7 gene
83568,83568,DNAJA1P4,C3147097,DNAJA1P4 gene
83569,83569,HNRNPA1P41,C3811585,HNRNPA1P41 gene
83570,83570,EIF4A2P4,C3542808,EIF4A2P4 gene
83571,83571,LINC01107,C3813745,LINC01107 gene
83572,83572,MYT1L-AS1,C3810943,MYT1L-AS1 gene
83573,83573,MRPS11P1,C1424410,MRPS11P1 gene
83574,83574,LINC00845,C3539352,LINC00845 gene
83575,83575,RPL3P1,C1419675,RPL3P1 gene
83576,83576,LINC00459,C3470762,LINC00459 gene
83577,83577,CICP3,C2829153,CICP3 gene
83578,83578,MTND2P39,C4084627,MTND2P39 gene
83579,83579,LINC00309,C3470662,LINC00309 gene
83580,83580,LINC01516,C3891064,LINC01516 gene
83581,83581,GOT2P1,C1415183,GOT2P1 gene
83582,83582,RPL4P2,C2678795,RPL4P2 gene
83583,83583,NALCN-AS1,C3471269,NALCN-AS1 gene
83584,83584,FABP3P2,C1414514,FABP3P2 gene
83585,83585,HNRNPA1P42,,
83586,83586,RPS4XP11,C2679906,RPS4XP11 gene
83587,83587,TPMTP2,C3543901,TPMTP2 gene
83588,83588,NECAP1P2,C3471284,NECAP1P2 gene
83589,83589,ZNRF3-IT1,C3147068,ZNRF3-IT1 gene
83590,83590,VENTXP7,C1823627,VENTXP7 gene
83591,83591,HNRNPA1P54,C3811598,HNRNPA1P54 gene
83592,83592,HMGA1P1,C1421935,HMGA1P1 gene
83593,83593,HNRNPA1P2,C1422302,HNRNPA1P2 gene
83594,83594,PPIL1P1,C1427172,PPIL1P1 gene
83595,83595,RPL21P71,C2679235,RPL21P71 gene
83596,83596,RPL5P1,C1419684,RPL5P1 gene
83597,83597,RPL5P3,C1826853,RPL5P3 gene
83598,83598,FAM91A3P,C1825208,FAM91A3P gene
83599,83599,RN7SL244P,C3543560,RN7SL244P gene
83600,83600,RN7SL278P,C3543529,RN7SL278P gene
83601,83601,RPL3P3,C1826851,RPL3P3 gene
83602,83602,RPL10AP1,C1426442,RPL10AP1 gene
83603,83603,FGF10-AS1,,
83604,83604,GAPDHP70,C3147372,GAPDHP70 gene
83605,83605,TNRC18P1,C3470114,TNRC18P1 gene
83606,83606,CLSTN2-AS1,C3813868,CLSTN2-AS1 gene
83607,83607,ABHD17AP3,C3541176,ABHD17AP3 gene
83608,83608,SOX5P1,C1420329,SOX5P1 gene
83609,83609,OR4A1P,,
83610,83610,RCC2P6,C3471507,RCC2P6 gene
83611,83611,HSPA8P5,C3542225,HSPA8P5 gene
83612,83612,HMGA1P3,C1421937,HMGA1P3 gene
83613,83613,COX4I1P1,C1413635,COX4I1P1 gene
83614,83614,NDUFB8P1,C1426614,NDUFB8P1 gene
83615,83615,UBL5P4,C3543021,UBL5P4 gene
83616,83616,LINC00563,C3470862,LINC00563 gene
83617,83617,RYKP1,C1826960,RYKP1 gene
83618,83618,PRSS3P3,C3471460,PRSS3P3 gene
83619,83619,TM4SF19-DYNLT2B,C5446039,TM4SF19-DYNLT2B gene
83620,83620,NPIPA9,C4762001,NPIPA9 gene
83621,83621,EP400P1,C1825056,EP400P1 gene
83622,83622,LINC00160,C3470588,LINC00160 gene
83623,83623,MICOS10-NBL1,C4761919,MICOS10-NBL1 gene
83624,83624,DLEU1-AS1,C3889784,DLEU1-AS1 gene
83625,83625,LINC02870,C1428649,LINC02870 gene
83626,83626,MIR4453HG,C4320356,MIR4453HG gene
83627,83627,MIR548F5,C2681682,MIR548F5 gene
83628,83628,PNMA6B,C1826635,PNMA6B gene
83629,83629,LINC00260,C3470626,LINC00260 gene
83630,83630,PPBPP2,C1538707,PPBPP2 gene
83631,83631,MRPL20-AS1,C4761986,MRPL20-AS1 gene
83632,83632,KIAA0754,C1422134,MACF1 gene
83633,83633,RNU11,C1419455,RNU11 gene
83634,83634,ABCF2-H2BE1,C5576255,ABCF2-H2BK1 gene
83635,83635,C10orf88B,C5240491,C10orf88B gene
83636,83636,ZKSCAN8P1,C3470366,ZKSCAN8P1 gene
83637,83637,GUSBP14,C5241080,GUSBP14 gene
83638,83638,FAM230I,C4762186,FAM230I gene
83639,83639,MIR1915HG,,
83640,83640,SCARNA27,C2239917,SCARNA27 gene
83641,83641,LINC00515,C3470804,LINC00515 gene
83642,83642,TBC1D27P,C4555153,TBC1D27P gene
83643,83643,FAM90A5P,C1825186,FAM90A5P gene
83644,83644,BRD3OS,C3470576,BRD3OS gene
83645,83645,HDHD5-AS1,C1413330,HDHD5-AS1 gene
83646,83646,MIR596,C1826175,MIR596 gene
83647,83647,LINC02347,C4320802,LINC02347 gene
83648,83648,REXO1L6P,C1826804,REXO1L6P gene
83649,83649,LINC00311,C3470664,LINC00311 gene
83650,83650,CYTOR,C3470585,CYTOR gene
83651,83651,LINC00244,C3470619,LINC00244 gene
83652,83652,MIR4475,,
83653,83653,CIDECP1,C2239299,CIDECP1 gene
83654,83654,SNORD96A,C1823009,SNORD96A gene
83655,83655,CFAP20DC,C2240262,CFAP20DC gene
83656,83656,RPPH1,C1426137,RPPH1 gene
83657,83657,LINC02913,C1538342,LINC02913 gene
83658,83658,PCNA-AS1,C3148572,PCNA-AS1 gene
83659,83659,METTL26,C1422435,METTL26 gene
83660,83660,ARMH1,C2681191,ARMH1 gene
83661,83661,THSD1P1,C2828864,THSD1P1 gene
83662,83662,ACTG1P25,C5240364,ACTG1P25 gene
83663,83663,INSYN2B,C4761774,INSYN2B gene
83664,83664,SKINT1L,C2828702,SKINT1L gene
83665,83665,ANKRD20A12P,,
83666,83666,SANBR,C5445953,SANBR gene
83667,83667,CDKN2A-DT,C1538334,CDKN2A-DT gene
83668,83668,LINC01667,C4320619,LINC01667 gene
83669,83669,LINC02908,C1824296,LINC02908 gene
83670,83670,CXorf51A,C3470008,CXorf51A gene
83671,83671,LGTN,C1416841,LGTN gene
83672,83672,C20orf204,C3470593,C20orf204 gene
83673,83673,RPS10P7,C2679969,RPS10P7 gene
83674,83674,PRECSIT,C5240588,PRECSIT gene
83675,83675,MAGEB5,C1428263,MAGEB5 gene
83676,83676,TRIM39-RPP21,C3146765,TRIM39-RPP21 gene
83677,83677,SIGLEC10-AS1,C5241091,SIGLEC10-AS1 gene
83678,83678,RBMY2BP,,
83679,83679,FGF7P6,C4320383,FGF7P6 gene
83680,83680,GNAO1-AS1,C5445651,GNAO1-AS1 gene
83681,83681,CCNQP1,C4554762,CCNQP1 gene
83682,83682,WASH8P,C4762110,WASH8P gene
83683,83683,PDPR2P,C5445882,PDPR2P gene
83684,83684,LINC02909,C5445734,LINC02909 gene
83685,83685,HSP90B3P,C1825548,HSP90B3P gene
83686,83686,LINC00265,C3470630,LINC00265 gene
83687,83687,SMPD4BP,C5241192,SMPD4BP gene
83688,83688,MMP24OS,,
83689,83689,GK3P,C1415085,GK3P gene
83690,83690,XIAPP3,C4321124,XIAPP3 gene
83691,83691,CHP1P2,C5240799,CHP1P2 gene
83692,83692,PEG3-AS1,,
83693,83693,LINC00312,C1416896,LINC00312 gene
83694,83694,LY6G6F-LY6G6D,C5240856,LY6G6F-LY6G6D gene
83695,83695,PRSS59P,C5576227,PRSS59P gene
83696,83696,SPATA48,C4555141,SPATA48 gene
83697,83697,FHIP2B,C2681488,FHIP2B gene
83698,83698,LINC00111,C3470580,LINC00111 gene
83699,83699,ZNRD1ASP,C1422276,ZNRD1ASP gene
83700,83700,KCTD9P2,C2681624,KCTD9P2 gene
83701,83701,TMEM121B,C4555161,TMEM121B gene
83702,83702,LINC02693,C1824443,LINC02693 gene
83703,83703,ANP32D,C1332093,ANP32D gene
83704,83704,CTBP1-DT,C3469927,CTBP1-DT gene
83705,83705,FAM90A26,C3541101,FAM90A26 gene
83706,83706,H2BC20P,C5202788,Putative Histone H2B Type 2-C
83707,83707,HCG26,C1539648,HCG26 gene
83708,83708,LINC02363,C4319982,LINC02363 gene
83709,83709,MIR1302-9,,
83710,83710,LINC02907,C1428720,LINC02907 gene
83711,83711,CCDC28A-AS1,,
83712,83712,MYRF-AS1,C5241159,MYRF-AS1 gene
83713,83713,SMIM43,C5445985,SMIM43 gene
83714,83714,LINC00663,C3540288,LINC00663 gene
83715,83715,USP17L9P,C1421394,USP17L9P gene
83716,83716,VN1R10P,,
83717,83717,DDX11L17,C5445582,DDX11L17 gene
83718,83718,MRRFP1,C2829903,MRRFP1 gene
83719,83719,LINC02716,C5240400,LINC02716 gene
83720,83720,FLVCR1-DT,C1970487,FLVCR1-DT gene
83721,83721,GNAO1-DT,C5576470,GNAO1-DT gene
83722,83722,LINC01590,C1427549,LINC01590 gene
83723,83723,TNRC17,C1420839,TNRC17 gene
83724,83724,EOLA2,C5241012,EOLA2 gene
83725,83725,LNCRI,C4554970,LNCRI gene
83726,83726,BOLA2-SMG1P6,C4554744,BOLA2-SMG1P6 gene
83727,83727,NUDT9P1,C1826487,NUDT9P1 gene
83728,83728,LINC01869,C4321019,LINC01869 gene
83729,83729,CYCSP5,C1824846,CYCSP5 gene
83730,83730,MIR5192,,
83731,83731,GTSE1-DT,C4554854,GTSE1-DT gene
83732,83732,SNAR-F,C2680414,SNAR-F gene
83733,83733,LSP1P3,C3147761,LSP1P3 gene
83734,83734,MAB21L4,C2240248,MAB21L4 gene
83735,83735,PRR23D2,C3813423,PRR23D2 gene
83736,83736,LINC02904,C1824242,LINC02904 gene
83737,83737,RBMY2FP,C1538803,RBMY2FP gene
83738,83738,TMEM132E-DT,C2681306,TMEM132E-DT gene
83739,83739,IGHV3OR16-7,,
83740,83740,C8orf86,C2681259,C8orf86 gene
83741,83741,CDIPTOSP,C4554765,CDIPTOSP gene
83742,83742,CKS1BP7,C3146936,CKS1BP7 gene
83743,83743,SNAR-G1,,
83744,83744,MIR4308,,
83745,83745,SLC24A3-AS1,C5241100,SLC24A3-AS1 gene
83746,83746,CRACDL,C2240249,CRACDL gene
83747,83747,POTEA,C1837145,POTEA gene
83748,83748,UBE2L1,C1421284,UBE2L1 gene
83749,83749,drug-induced dyskinesia,C0013386,"Dyskinesia, Drug-Induced"
83750,83750,hyperemesis,C0020450,Hyperemesis Gravidarum
83751,83751,torsades,C0040479,Torsades de Pointes
83752,83752,focal hand dystonia,C1969807,"Dystonia, Focal, Task-Specific"
83753,83753,tinea,C0040247,Tinea
83754,83754,common wart,,
83755,83755,superficial,C0205124,Superficial
83756,83756,actinic keratosis,C0022602,Actinic keratosis
83757,83757,actinic cheilitis,C0267026,Actinic cheilitis
83758,83758,melanoacanthoma,C1321683,Melanoacanthoma
83759,83759,sunburn,,
83760,83760,dysthymic disorder,C0013415,Dysthymic Disorder
83761,83761,epilepsy,C0014544,Epilepsy
83762,83762,pyoureter,C0034223,Pyoureter
83763,83763,manic bipolar affective disorder,C0024713,Manic Disorder
83764,83764,hyperglycemia,C0020456,Hyperglycemia
83765,83765,hypogonadotropic,C0022735,Klinefelter Syndrome
83766,83766,short stature,C0013336,Dwarfism
83767,83767,humoral hypercalcemia,C0020437,Hypercalcemia
83768,83768,cerebral,C0006104,Brain
83769,83769,precursor T-cell,C1955941,"Precursor Cells, T-Lymphoid"
83770,83770,Crohn's colitis,C0156147,Crohn's disease of large bowel
83771,83771,strongyloidiasis,C0038463,Strongyloidiasis
83772,83772,renin-angiotensin-aldosterone,C1622940,renin-angiotensin regulation of aldosterone production
83773,83773,non-histaminic angioedema,C0002994,Angioedema
83774,83774,lipoid,C0023794,Lipoidosis
83775,83775,brain edema,C0006114,Cerebral Edema
83776,83776,postmenopausal,C0232970,Postmenopausal state
83777,83777,occupational dermatitis,C0028796,"Dermatitis, Occupational"
83778,83778,disorder,C0012634,Disease
83779,83779,schizoaffective disorder,C0036337,Schizoaffective Disorder
83780,83780,fetal erythroblastosis,C0014761,"Erythroblastosis, Fetal"
83781,83781,intrinsic asthma,C0155880,Intrinsic asthma
83782,83782,exfoliative dermatitis,C0011606,Exfoliative dermatitis
83783,83783,enterobiasis,C0086227,Enterobiasis
83784,83784,Trichinella spiralis,C0040892,Trichinella spiralis
83785,83785,folliculotropic,,
83786,83786,localized,C0392752,Localized
83787,83787,periarthritis,,
83788,83788,erythema multiforme,C0014742,Erythema Multiforme
83789,83789,serum sickness,C0036830,Serum Sickness
83790,83790,gout,C0018099,Gout
83791,83791,vasomotor rhinitis,C0035460,"Rhinitis, Vasomotor"
83792,83792,obsolete,C0521120,obsolete
83793,83793,Hodgkin's paragranuloma,C0019829,Hodgkin Disease
83794,83794,classic,C0439658,classic behavior
83795,83795,chronic beryllium disease,C0221052,Chronic berylliosis
83796,83796,lymphosarcoma,C0024299,Lymphoma
83797,83797,pathologic fracture,C0016663,Pathological fracture
83798,83798,hairy cell,C0333850,Hairy cell
83799,83799,chronic hepatitis C virus infection,C0524909,"Hepatitis B, Chronic"
83800,83800,chronic hepatitis B virus infection,C0524909,"Hepatitis B, Chronic"
83801,83801,paratyphoid,C0030528,Paratyphoid Fever
83802,83802,hyperuricemia,C0740394,Hyperuricemia
83803,83803,diastolic heart failure,C1135196,"Heart Failure, Diastolic"
83804,83804,osteitis fibrosa,C0259779,Fibrous Dysplasia
83805,83805,hepatic coma,C0019147,Hepatic Coma
83806,83806,anuria,C0003460,Anuria
83807,83807,renal artery obstruction,C0035066,Renal Artery Obstruction
83808,83808,meningeal tuberculosis,C0041318,"Tuberculosis, Meningeal"
83809,83809,tuberculous meningitis,C0041318,"Tuberculosis, Meningeal"
83810,83810,pellagra,C0030783,Pellagra
83811,83811,beriberi,,
83812,83812,acute coronary syndrome,C0948089,Acute Coronary Syndrome
83813,83813,hereditary,C0439660,Hereditary
83814,83814,myofibroma,C0042133,Uterine Fibroids
83815,83815,functional,C0205245,Functional
83816,83816,ovarian carcinosarcoma,C0392998,Carcinosarcoma of ovary
83817,83817,hereditary,C0439660,Hereditary
83818,83818,primary,C0205225,Primary
83819,83819,malignant,C0205282,Malignant - descriptor
83820,83820,maligant,,
83821,83821,malignant,C0205282,Malignant - descriptor
83822,83822,steroid-producing cell,,
83823,83823,coronary thrombosis,C0010072,Coronary Thrombosis
83824,83824,myocardial infarction,C0027051,Myocardial Infarction
83825,83825,metastasis,C0027627,Neoplasm Metastasis
83826,83826,anaplastic astrocytoma,C0334579,Anaplastic astrocytoma
83827,83827,Clostridium difficile colitis,C0238106,Clostridium difficile colitis
83828,83828,perinatal necrotizing enterocolitis,C4082937,Necrotizing enterocolitis in fetus OR newborn
83829,83829,infectious otitis,C2827407,Infectious Otitis Media
83830,83830,ocular hypertension,C0028840,Ocular Hypertension
83831,83831,acute urate nephropathy,C0341712,Acute urate nephropathy
83832,83832,metabolic,C0311400,Metabolic
83833,83833,retrograde,C0439784,Retrograde direction
83834,83834,central nervous system,C3540014,CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS
83835,83835,pityriasis,C0032024,Pityriasis
83836,83836,closed-angle glaucoma,C0017605,Angle Closure Glaucoma
83837,83837,adult-onset myasthenia gravis,C5680024,Adult-onset myasthenia gravis
83838,83838,malignant hyperthermia,C0024591,Malignant hyperpyrexia due to anesthesia
83839,83839,pulmonary disease,C0024115,Lung diseases
83840,83840,unipolar,C0443340,Unipolar
83841,83841,endogenous,C0205227,Endogenous
83842,83842,anorexia nervosa,C0003125,Anorexia Nervosa
83843,83843,suppurative cholangitis,C0267924,Suppurative cholangitis
83844,83844,IgG4-related,C3203653,IgG4-Related Sclerosing Disease
83845,83845,viral meningitis,C0025297,Viral meningitis
83846,83846,pneumococcal meningitis,C0025295,"Meningitis, Pneumococcal"
83847,83847,Campylobacter fetus,C0006814,Campylobacter fetus
83848,83848,hyperphosphatemia,C0085681,Hyperphosphatemia (disorder)
83849,83849,Plasmodium vivax,C0032154,Plasmodium vivax
83850,83850,hirudiniasis,C0019575,Leech infestation
83851,83851,Plasmodium falciparum,C0032150,Plasmodium falciparum
83852,83852,acute myeloid leukemia,C0023467,"Leukemia, Myelocytic, Acute"
83853,83853,acute myeloblastic leukemia,C0023467,"Leukemia, Myelocytic, Acute"
83854,83854,acute myeloid leukemia,C0023467,"Leukemia, Myelocytic, Acute"
83855,83855,acute myeloid leukemia,C0023467,"Leukemia, Myelocytic, Acute"
83856,83856,acute myeloid leukemia,C0023467,"Leukemia, Myelocytic, Acute"
83857,83857,acute myeloid leukemia,C0023467,"Leukemia, Myelocytic, Acute"
83858,83858,acute myeloid leukemia,C0023467,"Leukemia, Myelocytic, Acute"
83859,83859,acute myeloid leukemia,C0023467,"Leukemia, Myelocytic, Acute"
83860,83860,acute myeloid leukemia,C0023467,"Leukemia, Myelocytic, Acute"
83861,83861,acute myeloid leukemia,C0023467,"Leukemia, Myelocytic, Acute"
83862,83862,acute myeloblastic leukemia,C0023467,"Leukemia, Myelocytic, Acute"
83863,83863,testicular teratoma,C0238451,Teratoma of testis
83864,83864,spermatocytic seminoma,C0334517,Spermatocytic seminoma
83865,83865,aerodigestive tract neoplasm,C0012243,Digestive System Neoplasms
83866,83866,non-papillary transitional cell carcinoma,C0334274,Papillary transitional cell carcinoma
83867,83867,paracetamol poisoning,,
83868,83868,Richter syndrome,,
83869,83869,fibrolamellar,C0334287,Fibrolamellar Hepatocellular Carcinoma
83870,83870,undifferentiated carcinoma,C0205698,Undifferentiated carcinoma
83871,83871,myelofibrosis,C0001815,Primary Myelofibrosis
83872,83872,Coronavinae infectious disease,C0009450,Communicable Diseases
83873,83873,megaesophagus,C0025164,Megaesophagus
83874,83874,paralytic ileus,C0030446,Paralytic Ileus
83875,83875,bladder,C0005682,Urinary Bladder
83876,83876,Horner syndrome,C0019937,Horner Syndrome
83877,83877,toxic,C0600688,Toxic effect
83878,83878,peptic esophagitis,C0014869,Peptic Esophagitis
83879,83879,pulmonary valve insufficiency,C0034088,Pulmonary Valve Insufficiency
83880,83880,folic acid deficiency,C0016412,Folic Acid Deficiency
83881,83881,skin atrophy,C0151514,Atrophic condition of skin
83882,83882,granuloma,C0018188,Granuloma
83883,83883,intermittent,C0205267,Intermittent
83884,83884,favism,C0015702,Favism
83885,83885,hypoglycemia,C0020615,Hypoglycemia
83886,83886,appendicitis,,
83887,83887,peptic ulcer,C0030920,Peptic Ulcer
83888,83888,nasal cavity polyp,C0027430,Nasal Polyps
83889,83889,dyspepsia,C0013395,Dyspepsia
83890,83890,lytic,C0024348,Lysis
83891,83891,herpes,C0019340,Herpes NOS
83892,83892,vitamin K deficiency hemorrhagic disease,C0042880,Vitamin K Deficiency
83893,83893,tinea infection,C0040247,Tinea
83894,83894,priapism,C0033117,Priapism
83895,83895,lactic acidosis,C0001125,"Acidosis, Lactic"
83896,83896,atrioventricular block,C0004245,Atrioventricular Block
83897,83897,common cold,,
83898,83898,familial,C0015576,Family
83899,83899,gastric linitis plastica,C4303226,Linitis plastica of stomach
83900,83900,macroglobulinemia,C0024419,Waldenstrom Macroglobulinemia
83901,83901,pulmonary edema,C0034063,Pulmonary Edema
83902,83902,autonomic dysreflexia,C0238015,Autonomic Dysreflexia
83903,83903,post-traumatic stress disorder,C0038436,Post-Traumatic Stress Disorder
83904,83904,social phobia,C0031572,"Phobia, Social"
83905,83905,ADH syndrome,C0796002,Johnson neuroectodermal syndrome
83906,83906,status epilepticus,C0038220,Status Epilepticus
83907,83907,pancytopenia,C0030312,Pancytopenia
83908,83908,Adams-Stokes syndrome,C0001396,Adams-Stokes Syndrome
83909,83909,autosomal,C0596142,Autosome
83910,83910,drug psychosis,C0033937,"Psychoses, Drug"
83911,83911,Reye syndrome,C0035400,Reye Syndrome
83912,83912,papillary conjunctivitis,C0854165,Papillary conjunctivitis
83913,83913,vernal conjunctivitis,C0009773,"Conjunctivitis, Vernal"
83914,83914,alcohol withdrawal delirium,C0001957,Alcohol Withdrawal Delirium
83915,83915,multiple organ dysfunction syndrome,C0026766,Multiple Organ Failure
83916,83916,morbid obesity,C0028756,Morbid obesity
83917,83917,brain injury,C0270611,Brain Injuries
83918,83918,fibromyalgia,C0016053,Fibromyalgia
83919,83919,aphthous stomatitis,C0038363,Aphthous Stomatitis
83920,83920,cholecystolithiasis,C0947622,Cholecystolithiasis
83921,83921,choledocholithiasis,C0701818,Choledocholithiasis
83922,83922,obstructive jaundice,C0022354,"Jaundice, Obstructive"
83923,83923,chronic renal failure syndrome,C0022661,"Kidney Failure, Chronic"
83924,83924,end stage,C0205088,End-stage
83925,83925,vascular headache,C0042376,Vascular Headaches
83926,83926,streptococcal pneumonia,C0155862,Streptococcal pneumonia
83927,83927,hepatorenal syndrome,C0019212,Hepatorenal Syndrome
83928,83928,partial,C0728938,Partial
83929,83929,tinea unguium,C0040261,Onychomycosis
83930,83930,pityriasis versicolor,,
83931,83931,dermatophytosis,C0011636,Dermatophytosis
83932,83932,idiopathic,C0332240,Unknown (origin) (qualifier value)
83933,83933,idiopathic urticaria,C0157741,Idiopathic urticaria
83934,83934,thrombocytopenia,C0040034,Thrombocytopenia
83935,83935,pancreatic,C0030274,Pancreas
83936,83936,hypervitaminosis,C0342951,Hypervitaminosis
83937,83937,arteriosclerosis,C0003850,Arteriosclerosis
83938,83938,xerophthalmia,C0043349,Xerophthalmia
83939,83939,subacute,C0205365,Subacute
83940,83940,diabetic,C0241863,diabetic
83941,83941,hypertensive retinopathy,C0152132,Hypertensive Retinopathy
83942,83942,intracerebral hemorrhage,C2937358,Cerebral Hemorrhage
83943,83943,placental abruption,C0000832,Abruptio Placentae
83944,83944,qualitative platelet defect,C0235604,Qualitative platelet deficiency
83945,83945,heart block,C0018794,Heart Block
83946,83946,penile,C0030851,penis
83947,83947,balanitis xerotica,C0022782,Penile Leukoplakia
83948,83948,loiasis,C0023968,Loiasis
83949,83949,dyskinesia,C0013384,Dyskinetic syndrome
83950,83950,stone,C0006736,Calculi
83951,83951,Plasmodium,C0032148,Plasmodium <genus>
83952,83952,obsolete,C0521120,obsolete
83953,83953,osteonecrosis,C0029445,Bone necrosis
83954,83954,embryoma,C0936282,Blastoma
83955,83955,frozen shoulder,C0311223,Frozen shoulder
83956,83956,infectious mononucleosis,C0021345,Infectious Mononucleosis
83957,83957,endometrial hyperplasia,C0014173,Endometrial Hyperplasia
83958,83958,oral candidiasis,C0006849,Oral candidiasis
83959,83959,ulcerative proctosigmoiditis,C0267390,Chronic ulcerative rectosigmoiditis
83960,83960,Alzheimer disease,C0002395,Alzheimer's Disease
83961,83961,disease,C0012634,Disease
83962,83962,Prinzmetal angina,C0002963,"Angina Pectoris, Variant"
83963,83963,isolated,C0205409,Isolated
83964,83964,bruxism,C0006325,Bruxism
83965,83965,acute,C0205178,acute
83966,83966,maxillary sinusitis,C0024959,Maxillary Sinusitis
83967,83967,dental fluorosis,C0026618,"Dental Fluorosis, Acquired"
83968,83968,cerebral artery occlusion,C0028790,Cerebral artery occlusion
83969,83969,Rowell syndrome,C0406637,Erythema multiforme-like lupus erythematosus
83970,83970,erythrasma,C0014752,Erythrasma
83971,83971,necrotizing,C0439664,Necrotizing
83972,83972,erysipelas,C0014733,Erysipelas
83973,83973,scarlet,C0074127,scarlet red
83974,83974,staphylococcal,C0038170,Genus staphylococcus
83975,83975,cycloplegia,C0235238,Cycloplegia
83976,83976,irritable bowel syndrome,C0022104,Irritable Bowel Syndrome
83977,83977,neurocirculatory asthenia,C0027821,Neurocirculatory Asthenia
83978,83978,exanthema subitum,C0015231,Exanthema Subitum
83979,83979,infectious disease,C0009450,Communicable Diseases
83980,83980,contagious,C0314732,Infectious agent
83981,83981,cowpox,C0010232,Cowpox
83982,83982,milker's,C0030531,Pseudocowpox Virus
83983,83983,erythema infectiosum,C0085273,Erythema Infectiosum
83984,83984,gastroparesis,C0152020,Gastroparesis
83985,83985,tinea manuum,C0153246,tinea manus
83986,83986,vulvovaginal candidiasis,C0700345,"Candidiasis, Vulvovaginal"
83987,83987,esophageal candidiasis,C0239295,Candidiasis of the esophagus
83988,83988,Cryptococcal meningitis,C0085436,"Meningitis, Cryptococcal"
83989,83989,candidemia,C0877445,Candidemia
83990,83990,white piedra,C0040249,White Piedra
83991,83991,black piedra,C0153249,Black piedra
83992,83992,disseminated,C0205221,Disseminated
83993,83993,blastomycosis,C0005716,Blastomycosis
83994,83994,hemorrhagic disease,C0019087,Hemorrhagic Disorders
83995,83995,psychologic dyspareunia,C0154466,Psychologic dyspareunia
83996,83996,premature ejaculation,C0033038,Premature Ejaculation
83997,83997,diabetic macular edema,C0730285,Macular edema due to diabetes mellitus
83998,83998,lingual-facial-buccal dyskinesia,C0152115,Lingual-Facial-Buccal Dyskinesia
83999,83999,Achilles bursitis,C0149846,Achilles bursitis
84000,84000,heel spur,C0158322,Heel Spur
84001,84001,superimposed infection,C0038826,Superinfection
84002,84002,acute contagious conjunctivitis,C1313983,Acute contagious conjunctivitis
84003,84003,invasive,C0205281,Invasive
84004,84004,malignant otitis,C0205282,Malignant - descriptor
84005,84005,rhinoscleroma,C0035468,Rhinoscleroma
84006,84006,chancroid,C0007947,Chancroids
84007,84007,lymphogranuloma,C0019829,Hodgkin Disease
84008,84008,trigonitis,C1261278,Trigonitis
84009,84009,escherichia coli,C0014834,Escherichia coli
84010,84010,cutaneous anthrax,C0003177,Cutaneous anthrax
84011,84011,drug-induced akathisia,C0162550,"Akathisia, Drug-Induced"
84012,84012,staphylococcus aureus pneumonia,C0857862,Staphylococcus Aureus Pneumonia
84013,84013,Klebsiella pneumonia,C0519030,Pneumonia due to Klebsiella pneumoniae
84014,84014,Mycoplasma pneumoniae pneumonia,C0032302,Mycoplasma pneumonia
84015,84015,Legionnaires' disease,C0023241,Legionnaires' Disease
84016,84016,achlorhydria,C0001075,Achlorhydria
84017,84017,endomyocardial fibrosis,C0553980,Endomyocardial Fibrosis
84018,84018,penicilliosis,C0030842,penicillins
84019,84019,anxiety,C0003467,Anxiety
84020,84020,vertebrobasilar insufficiency,C0042568,Vertebrobasilar Insufficiency
84021,84021,pregnancy disorder,C0151864,Disorder of pregnancy
84022,84022,multidrug-resistant tuberculosis,C0206526,"Tuberculosis, Multidrug-Resistant"
84023,84023,hyperprolactinemia,C0020514,Hyperprolactinemia
